,ticker,SIC,Four Digit SIC Codes,Four Digit SIC Code Descriptions,SIC Two Digit,Two Digit SIC Codes,Two Digit SIC Code Descriptions
383,NMS,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
384,PSI,0,,,0,,
385,SCHB,0,,,0,,
386,ZIVO,0,,,0,,
387,LECO,3549,3549.0,"METALWORKING MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
388,GXTG,0,,,0,,
389,OSPN,0,,,0,,
390,CYXT,0,,,0,,
391,MGTX,0,,,0,,
392,HCVI,0,,,0,,
393,MNKD,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
394,DGRO,0,,,0,,
395,PHT,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
396,HUBS,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
397,TDTF,0,,,0,,
398,PT,0,,,0,,
399,DRIV,0,,,0,,
400,INSG,3669,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
401,TGHpA,0,,,0,,
402,EAR,0,,,0,,
403,EURL,0,,,0,,
404,BALY,0,,,0,,
405,LH,8071,8071.0,MEDICAL LABORATORIES,80,80.0,HEALTH SERVICES
406,RISR,0,,,0,,
407,SAR,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
408,ARBE,0,,,0,,
409,SNPE,0,,,0,,
410,VGIT,0,,,0,,
411,ALBO,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
412,VRDN,0,,,0,,
413,PP,0,,,0,,
414,TEI,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
415,CVU,3728,3728.0,"AIRCRAFT PARTS AND EQUIPMENT, NEC",37,37.0,TRANSPORTATION EQUIPMENT
416,JMBS,0,,,0,,
417,EGHT,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
418,CRD.A,0,,,0,,
419,TGI,3724,3724.0,AIRCRAFT ENGINES AND ENGINE PARTS,37,37.0,TRANSPORTATION EQUIPMENT
420,DLRpJ,0,,,0,,
421,ESCA,3949,3949.0,"SPORTING AND ATHLETIC GOODS, NEC",39,39.0,MISCELLANEOUS MANUFACTURING INDUSTRIES
422,VAXX,0,,,0,,
423,VRAY,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
424,NARI,0,,,0,,
425,CONX,0,,,0,,
426,CEAD,0,,,0,,
427,FRZA,0,,,0,,
428,VTN,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
429,FLIC,6021,6021.0,NATIONAL COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
430,ITI,3669,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
431,DZSI,3661,3661.0,TELEPHONE AND TELEGRAPH APPARATUS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
432,TWST,0,,,0,,
433,FREQ,0,,,0,,
434,HNST,0,,,0,,
435,GVI,0,,,0,,
436,NRXP,0,,,0,,
437,LNN,3523,3523.0,FARM MACHINERY AND EQUIPMENT,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
438,VZ,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
439,ILPT,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
440,MOG.A,0,,,0,,
441,SIVB,6020,,,60,60.0,DEPOSITORY INSTITUTIONS
442,VIVO,2835,2835.0,DIAGNOSTIC SUBSTANCES,28,28.0,CHEMICALS AND ALLIED PRODUCTS
443,UHAL,7513,7513.0,"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS",75,75.0,"AUTOMOTIVE REPAIR, SERVICES AND PARKING"
444,NSTC,0,,,0,,
445,BRP,0,,,0,,
446,CPSH,3264,3264.0,PORCELAIN ELECTRICAL SUPPLIES,32,32.0,"STONE, CLAY, GLASS, AND CONCRETE PRODUCTS"
447,IWP,0,,,0,,
448,QQQE,0,,,0,,
449,SHE,0,,,0,,
450,LXP,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
451,MPWR,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
452,JOET,0,,,0,,
453,FYX,0,,,0,,
454,MRBK,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
455,CVAC,0,,,0,,
456,COST,5331,5331.0,VARIETY STORES,53,53.0,GENERAL MERCHANDISE STORES
457,SPHQ,0,,,0,,
458,PXD,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
459,BCRX,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
460,CIGI,7599,,,75,75.0,"AUTOMOTIVE REPAIR, SERVICES AND PARKING"
461,INVO,0,,,0,,
462,DEM,0,,,0,,
463,ACWI,0,,,0,,
464,FXNC,0,,,0,,
465,ZDGE,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
466,ALC,0,,,0,,
467,WRK,2650,,,26,26.0,PAPER AND ALLIED PRODUCTS
468,BSMP,0,,,0,,
469,SONO,0,,,0,,
470,TRMB,8712,8712.0,ARCHITECTURAL SERVICES,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
471,CLIN,0,,,0,,
472,ILCB,0,,,0,,
473,BUFD,0,,,0,,
474,EWCZ,0,,,0,,
475,HD,5211,5211.0,LUMBER AND OTHER BUILDING MATERIALS,52,52.0,"BUILDING MATRIALS, HRDWR, GARDEN SUPPLY & MOBILE HOME DEALRS"
476,PSHG,0,,,0,,
477,USAS,0,,,0,,
478,CME,6231,6231.0,SECURITY AND COMMODITY EXCHANGES,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
479,CXAC.U,0,,,0,,
480,CPTN,0,,,0,,
481,SEIC,6211,6211.0,SECURITY BROKERS AND DEALERS,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
482,ARTW,3523,3523.0,FARM MACHINERY AND EQUIPMENT,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
483,DBVT,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
484,EW,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
485,FCAX,0,,,0,,
486,CROX,3021,3021.0,RUBBER AND PLASTICS FOOTWEAR,30,30.0,RUBBER AND MISCELLANEOUS PLASTIC PRODUCTS
487,SOL,0,,,0,,
488,CTSO,3841,3841.0,SURGICAL AND MEDICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
489,NUS,5122,5122.0,"DRUGS, PROPRIETARIES, AND SUNDRIES",51,51.0,WHOLESALE TRADE - NONDURABLE GOODS
490,MGF,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
491,KBWD,0,,,0,,
492,UNFI,9999,9999.0,NONCLASSIFIABLE ESTABLISHMENTS,99,99.0,NONCLASSIFIABLE ESTABLISHMENTS
493,FAS,0,,,0,,
494,AGZD,0,,,0,,
495,BRN,1382,1382.0,OIL AND GAS EXPLORATION SERVICES,13,13.0,OIL AND GAS EXTRACTION
496,ANNX,0,,,0,,
497,LINC,8299,8299.0,SCHOOLS AND EDUCATIONAL SERVICES,82,82.0,EDUCATIONAL SERVICES
498,NFE,0,,,0,,
499,FMHI,0,,,0,,
500,EDUT,0,,,0,,
501,ALTY,0,,,0,,
502,ICLK,0,,,0,,
503,LDEM,0,,,0,,
504,OBNK,0,,,0,,
505,ALLE,0,,,0,,
506,WTER,0,,,0,,
507,ALG,3523,3523.0,FARM MACHINERY AND EQUIPMENT,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
508,HYFM,0,,,0,,
509,EWTX,0,,,0,,
510,RWM,0,,,0,,
511,LPCN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
512,LYTS,3646,3646.0,COMMERCIAL LIGHTING FIXTURES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
513,LAC,0,,,0,,
514,REFI,0,,,0,,
515,CBON,0,,,0,,
516,TLYS,5699,5699.0,MISCELLANEOUS APPAREL AND ACCESSORIES,56,56.0,APPAREL AND ACCESSORY STORES
517,VANI,0,,,0,,
518,SDY,0,,,0,,
519,CIBR,0,,,0,,
520,NRGX,0,,,0,,
521,USEG,1382,1382.0,OIL AND GAS EXPLORATION SERVICES,13,13.0,OIL AND GAS EXTRACTION
522,VGT,0,,,0,,
523,CRC,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
524,VLUE,0,,,0,,
525,STC,6361,6361.0,TITLE INSURANCE,63,63.0,INSURANCE CARRIERS
526,CIR,3492,3492.0,FLUID POWER VALVES AND HOSE FITTINGS,34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
527,GDDY,7373,7373.0,COMPUTER INTEGRATED SYSTEMS DESIGN,73,73.0,BUSINESS SERVICES
528,CEN,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
529,OMFL,0,,,0,,
530,ORLY,5531,5531.0,AUTO AND HOME SUPPLY STORES,55,55.0,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS
531,VNOM,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
532,LAND,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
533,CUE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
534,PLYA,0,,,0,,
535,WHD,0,,,0,,
536,OXACW,0,,,0,,
537,HYXF,0,,,0,,
538,AMRX,0,,,0,,
539,CRWD,0,,,0,,
540,BCAT,0,,,0,,
541,SCL,2841,2841.0,SOAP AND OTHER DETERGENTS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
542,LXFR,0,,,0,,
543,HII,3731,3731.0,SHIPBUILDING AND REPAIRING,37,37.0,TRANSPORTATION EQUIPMENT
544,UONE,4832,4832.0,RADIO BROADCASTING STATIONS,48,48.0,COMMUNICATIONS
545,REW,0,,,0,,
546,DEI,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
547,EMR,3569,3569.0,"GENERAL INDUSTRIAL MACHINERY,",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
548,SXI,3580,,,35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
549,EVOJ,0,,,0,,
550,XRMI,0,,,0,,
551,ATHX,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
552,VOR,0,,,0,,
553,IFS,0,,,0,,
554,TLSA,0,,,0,,
555,INST,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
556,DPSI,0,,,0,,
557,CLLS,0,,,0,,
558,NTRB,0,,,0,,
559,PSApL,0,,,0,,
560,DBEU,0,,,0,,
561,HIBS,0,,,0,,
562,ORGN,0,,,0,,
563,ADMP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
564,HEAR,3669,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
565,NERV,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
566,ASRT,0,,,0,,
567,TCHI,0,,,0,,
568,UCTT,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
569,IG,0,,,0,,
570,TAYD,3569,3569.0,"GENERAL INDUSTRIAL MACHINERY,",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
571,LX,0,,,0,,
572,SGC,2389,2389.0,"APPAREL AND ACCESSORIES, NEC",23,23.0,"APPAREL, FINISHED PRDCTS FROM FABRICS & SIMILAR MATERIALS"
573,BILI,0,,,0,,
574,FRGE,0,,,0,,
575,TROO,0,,,0,,
576,SSIC,0,,,0,,
577,XOS,0,,,0,,
578,OABI,0,,,0,,
579,KRUS,0,,,0,,
580,KREF,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
581,MANH,7372,7372.0,PREPACKAGED SOFTWARE,73,73.0,BUSINESS SERVICES
582,IRBT,3639,3639.0,"HOUSEHOLD APPLIANCES, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
583,GNRC,3621,3621.0,MOTORS AND GENERATORS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
584,DKS,5941,5941.0,SPORTING GOODS AND BICYCLE SHOPS,59,59.0,MISCELLANEOUS RETAIL
585,FLL,7999,7999.0,"AMUSEMENT AND RECREATION, NEC",79,79.0,AMUSEMENT AND RECREATION SERVICES
586,RRH,0,,,0,,
587,BSCV,0,,,0,,
588,OSH,0,,,0,,
589,EOD,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
590,CNCE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
591,VOC,1311,1311.0,CRUDE PETROLEUM AND NATURAL GAS,13,13.0,OIL AND GAS EXTRACTION
592,NTRS,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
593,LAMR,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
594,GOVX,0,,,0,,
595,DBX,0,,,0,,
596,ARGD,0,,,0,,
597,GRFS,0,,,0,,
598,MLSS,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
599,ROUS,0,,,0,,
600,BYRN,0,,,0,,
601,PRME,0,,,0,,
602,QCRH,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
603,PASG,0,,,0,,
604,CTXR,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
605,ULE,0,,,0,,
606,AEVA,0,,,0,,
607,BCS,0,,,0,,
608,STNE,0,,,0,,
609,WANT,0,,,0,,
610,CALB,0,,,0,,
611,DUKB,0,,,0,,
612,EEV,0,,,0,,
613,MOV,3873,3873.0,"WATCHES, CLOCKS, WATCHCASES, AND PARTS",38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
614,RVSN,0,,,0,,
615,FXH,0,,,0,,
616,TEVA,0,,,0,,
617,SWX,4920,,,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
618,O,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
619,ROKT,0,,,0,,
620,GCT,0,,,0,,
621,GIPR,0,,,0,,
622,GIL,2434,2434.0,WOOD KITCHEN CABINETS,24,24.0,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE"
623,VWO,0,,,0,,
624,ADTX,0,,,0,,
625,IBHC,0,,,0,,
626,PNM,4911,4911.0,ELECTRIC SERVICES,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
627,UBS,0,,,0,,
628,SCHF,0,,,0,,
629,NCMI,7311,7311.0,ADVERTISING AGENCIES,73,73.0,BUSINESS SERVICES
630,PSApH,0,,,0,,
631,POWL,3613,3613.0,SWITCHGEAR AND SWITCHBOARD APPARATUS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
632,IMNN,0,,,0,,
633,IUSG,0,,,0,,
634,HRI,7359,7359.0,"EQUIPMENT RENTAL AND LEASING, NEC",73,73.0,BUSINESS SERVICES
635,SCPL,0,,,0,,
636,BRT,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
637,BLBD,3713,3713.0,TRUCK AND BUS BODIES,37,37.0,TRANSPORTATION EQUIPMENT
638,DARE,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
639,SANM,3672,3672.0,PRINTED CIRCUIT BOARDS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
640,BLDR,5211,5211.0,LUMBER AND OTHER BUILDING MATERIALS,52,52.0,"BUILDING MATRIALS, HRDWR, GARDEN SUPPLY & MOBILE HOME DEALRS"
641,OOMA,4899,4899.0,"COMMUNICATION SERVICES, NEC",48,48.0,COMMUNICATIONS
642,BBUS,0,,,0,,
643,AGR,4911,4911.0,ELECTRIC SERVICES,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
644,AQB,8731,8731.0,COMMERCIAL PHYSICAL RESEARCH,87,87.0,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT & RELATED SVCS"
645,BLDP,3379,,,33,33.0,PRIMARY METAL INDUSTRIES
646,GTO,0,,,0,,
647,ADPT,8060,,,80,80.0,HEALTH SERVICES
648,VRCA,0,,,0,,
649,AMRK,6221,6221.0,"COMMODITY CONTRACTS BROKERS, DEALERS",62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
650,FXD,0,,,0,,
651,LOMA,0,,,0,,
652,FIG,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
653,META,0,,,0,,
654,VVR,6733,6733.0,"TRUSTS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
655,OPTT,3699,3699.0,"ELECTRICAL EQUIPMENT AND SUPPLIES, NEC",36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
656,BCX,6799,6799.0,"INVESTORS, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
657,TAST,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
658,BRBR,0,,,0,,
659,OPINL,0,,,0,,
660,IBCP,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
661,RAVE,5812,5812.0,EATING PLACES,58,58.0,EATING AND DRINKING PLACES
662,PGTI,3442,3442.0,"METAL DOORS, SASH, AND TRIM",34,34.0,"FABRICATED METAL PRDCTS, EXCEPT MACHINERY & TRANSPORT EQPMNT"
663,VMBS,0,,,0,,
664,ECOW,0,,,0,,
665,ROCK,3255,3255.0,CLAY REFRACTORIES,32,32.0,"STONE, CLAY, GLASS, AND CONCRETE PRODUCTS"
666,RXDX,0,,,0,,
667,TSN,2015,2015.0,POULTRY SLAUGHTERING AND PROCESSING,20,20.0,FOOD AND KINDRED PRODUCTS
668,HAIA,0,,,0,,
669,AER,0,,,0,,
670,HYRE,0,,,0,,
671,GRFX,0,,,0,,
672,DFCF,0,,,0,,
673,ARBKL,0,,,0,,
674,LULU,2399,2399.0,"FABRICATED TEXTILE PRODUCTS, NEC",23,23.0,"APPAREL, FINISHED PRDCTS FROM FABRICS & SIMILAR MATERIALS"
675,DFP,6282,6282.0,INVESTMENT ADVICE,62,62.0,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
676,XHYC,0,,,0,,
677,DCOM,6035,6035.0,FEDERAL SAVINGS INSTITUTIONS,60,60.0,DEPOSITORY INSTITUTIONS
678,TCON,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
679,ADNT,0,,,0,,
680,OPTN,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
681,TTD,7371,7371.0,CUSTOM COMPUTER PROGRAMMING SERVICES,73,73.0,BUSINESS SERVICES
682,PACB,3826,3826.0,ANALYTICAL INSTRUMENTS,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
683,ACN,7379,7379.0,"COMPUTER RELATED SERVICES, NEC",73,73.0,BUSINESS SERVICES
684,LIQT,3599,3599.0,"INDUSTRIAL MACHINERY, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
685,AWR,4941,4941.0,WATER SUPPLY,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
686,AKR,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
687,ITIC,6361,6361.0,TITLE INSURANCE,63,63.0,INSURANCE CARRIERS
688,XHLF,0,,,0,,
689,WTBA,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
690,UTI,8222,8222.0,JUNIOR COLLEGES,82,82.0,EDUCATIONAL SERVICES
691,ASHR,0,,,0,,
692,CCRN,7363,7363.0,HELP SUPPLY SERVICES,73,73.0,BUSINESS SERVICES
693,RHP,6798,6798.0,REAL ESTATE INVESTMENT TRUSTS,67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
694,KBWY,0,,,0,,
695,BOWL,0,,,0,,
696,NEGG,0,,,0,,
697,DFIP,0,,,0,,
698,ELME,0,,,0,,
699,GMBL,0,,,0,,
700,EQNR,0,,,0,,
701,CPHC,7948,7948.0,"RACING, INCLUDING TRACK OPERATION",79,79.0,AMUSEMENT AND RECREATION SERVICES
702,RKLB,0,,,0,,
703,WRBpH,0,,,0,,
704,IMMR,3577,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",35,35.0,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT
705,JGRO,0,,,0,,
706,EVT,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
707,CWCO,4941,4941.0,WATER SUPPLY,49,49.0,"ELECTRIC, GAS AND SANITARY SERVICES"
708,UNF,7219,7219.0,"LAUNDRY AND GARMENT SERVICES, NEC",72,72.0,PERSONAL SERVICES
709,COFpN,0,,,0,,
710,ERF,0,,,0,,
711,PBJ,0,,,0,,
712,VBTX,6022,6022.0,STATE COMMERCIAL BANKS,60,60.0,DEPOSITORY INSTITUTIONS
713,EQHpC,0,,,0,,
714,TELA,0,,,0,,
715,KA,0,,,0,,
716,WOLF,0,,,0,,
717,AZTA,0,,,0,,
718,EDAP,3845,3845.0,ELECTROMEDICAL EQUIPMENT,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
719,MUX,1099,1099.0,"METAL ORES, NEC",10,10.0,METAL MINING
720,SAND,0,,,0,,
721,TNP,4412,4412.0,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,44,44.0,WATER TRANSPORTATION
722,PPT,6726,6726.0,"INVESTMENT OFFICES, NEC",67,67.0,HOLDING AND OTHER INVESTMENT OFFICES
723,ME,0,,,0,,
724,FYC,0,,,0,,
725,ASND,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
726,DLS,0,,,0,,
727,SVFA,0,,,0,,
728,SHEN,4813,4813.0,"TELEPHONE COMMUNICATION, EXCEPT RADIO",48,48.0,COMMUNICATIONS
729,VRRM,0,,,0,,
730,SUSB,0,,,0,,
731,VYNE,0,,,0,,
732,HESM,1389,1389.0,"OIL AND GAS FIELD SERVICES, NEC",13,13.0,OIL AND GAS EXTRACTION
733,APLD,0,,,0,,
734,ETWO,0,,,0,,
735,WRBY,0,,,0,,
736,TFIN,0,,,0,,
737,CPNG,0,,,0,,
738,OUST,0,,,0,,
739,PLXP,2834,2834.0,PHARMACEUTICAL PREPARATIONS,28,28.0,CHEMICALS AND ALLIED PRODUCTS
740,ANIP,2836,2836.0,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC",28,28.0,CHEMICALS AND ALLIED PRODUCTS
741,RES,1389,1389.0,"OIL AND GAS FIELD SERVICES, NEC",13,13.0,OIL AND GAS EXTRACTION
742,TSLS,0,,,0,,
743,CMBS,0,,,0,,
744,BUG,0,,,0,,
745,MU,3674,3674.0,SEMICONDUCTORS AND RELATED DEVICES,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
746,KXIN,0,,,0,,
747,FLAG,0,,,0,,
748,JNUG,0,,,0,,
749,ALGN,3842,3842.0,SURGICAL APPLIANCES AND SUPPLIES,38,38.0,MESR/ANLYZ/CNTRL INSTRMNTS; PHOTO/MED/OPT GDS; WATCHS/CLOCKS
750,HNI,2522,2522.0,"OFFICE FURNITURE, EXCEPT WOOD",25,25.0,FURNITURE AND FIXTURES
751,MBB,0,,,0,,
752,SPIR,0,,,0,,
753,DOGZ,0,,,0,,
754,FCG,0,,,0,,
755,LHC,0,,,0,,
756,ARKK,0,,,0,,
757,COLD,6531,6531.0,REAL ESTATE AGENTS AND MANAGERS,65,65.0,REAL ESTATE
758,LABP,0,,,0,,
759,PL.WS,0,,,0,,
760,BECN,5031,5031.0,"LUMBER, PLYWOOD, AND MILLWORK",50,50.0,WHOLESALE TRADE - DURABLE GOODS
761,WBD,0,,,0,,
762,ABB,3613,3613.0,SWITCHGEAR AND SWITCHBOARD APPARATUS,36,36.0,"ELECTRONIC, ELCTRCL EQPMNT & CMPNTS, EXCPT COMPUTER EQPMNT"
763,PSIL,0,,,0,,
764,RIDE,0,,,0,,
